link_id;link;article_title;article_author;post_date;article_excerpt;categories;site_manual;link_type;img_type;img_url;author_image;author_url;create_date;format;type;level;style;theme;topic;area;technology;other;misc;concatenate;tag_count
L00699;http://rforjournalists.com/2017/10/25/scraping-in-r-access-to-mortgage-petition/;Scraping in R: Access to mortgage petition;Rob Grant;2017-10-25;On Monday 23rd October MPs debated whether paying rent should be proof enough to get a mortgage. I wanted to find out where the most people had signed the petition around the UK.;"post;how-to;web-scraping;rstats;technique";http://rforjournalists.com;website;rep;/img/images/geometric-pattern-06.jpg;NA;NA;No;post;how-to;;;;technique;web-scraping;rstats;;technology;"post;how-to;technique;technology;web-scraping;rstats";5
L00701;http://www.creativebloq.com/features/the-10-best-free-graphic-design-courses-online;The 10 best free graphic design courses online;Tom May;2017-10-27;In this post, we round up the best free graphic design courses online, from leading design course providers Coursera, Kadenze and Udemy.;"post;list;course;design;development";http://www.creativebloq.com;website;rep;/img/images/geometric-pattern-06.jpg;NA;NA;No;post#course;list;;;;design;development;;;;"post;course;list;design;development";4
L00702;http://www.datasciencecentral.com/profiles/blogs/neural-networks-for-machine-learning;30 Free Courses: Neural Networks, Machine Learning, Algorithms, AI;Vincent Granville;2017-04-04;The list below is a small selection from Open Culture. We picked up classes relevant to data scientists, and removed links that no longer work at the time of writing. If you know of any other interesting courses, email me and we will include them if they are relevant.;"post;list;course;data-science;tutorial";http://www.datasciencecentral.com;website;rep;/img/images/geometric-pattern-06.jpg;NA;NA;No;post#course;list#tutorial;;;data-science;;;;;;"post;course;list;tutorial;data-science";3
L00703;http://www.datasciencecentral.com/profiles/blogs/book-mastering-machine-learning-with-python-in-six-steps;Book: Mastering Machine Learning with Python in Six Steps;Vincent Granville;2017-06-26;A Practical Implementation Guide to Predictive Data Analytics Using Python;"post;review;book;ml";http://www.datasciencecentral.com;website;rep;/img/images/geometric-pattern-06.jpg;NA;NA;No;post#book;review;;;;;ml;;;;"post;book;review;ml";3
L00704;https://www.edgarsdatalab.com/2017/10/22/intro-to-tensorflow-in-r/;Intro to TensorFlow in R;Edgar Ruiz;2017-10-22;TensorFlow is usually associated with neural networks and advanced Machine Learning. But just like R, it can also be used to create less complex models that can serve as a great introduction for new users, like me.;"post;tutorial;tensorflow;rstats;ml;introduction";https://www.edgarsdatalab.com;website;rep;/img/images/geometric-pattern-06.jpg;NA;NA;No;post;tutorial;introduction;;;;ml;tensorflow#rstats;;technology;"post;tutorial;introduction;technology;ml;tensorflow;rstats";5
L00705;https://www.bit-101.com/blog/2017/10/23/flow-fields-part-i/;BIT-101;Keith Peters;2017;In this article, I’ll cover what a flow field is, show how to create one, and give a few examples of experimenting with them. Flow fields are also known as vector fields.;"post;tutorial;data-viz;technique;flow-field";https://www.bit-101.com;website;rep;/img/images/geometric-pattern-06.jpg;NA;NA;No;post;tutorial;;;data-viz;technique;flow-field;;;;"post;tutorial;data-viz;technique;flow-field";5
L00706;https://xianblog.wordpress.com/2017/10/31/computational-methods-for-numerical-analysis-with-r-book-review/;computational methods for numerical analysis with R [book review];xi'an;2017-10-30;This is a book by James P. Howard, II, I received from CRC Press for review in CHANCE. It consists in a traditional introduction to numerical analysis with backup from R codes and packages.;"review;book;rstats;recipe";https://xianblog.wordpress.com;website;png;https://i1.wp.com/images.tandf.co.uk/common/jackets/amazon/978149872/9781498723633.jpg?resize=152%2C237&ssl=1;NA;NA;No;book;review#recipe;;;;;;rstats;;technology;"book;review;recipe;technology;rstats";3
L00710;http://www.creativebloq.com/how-to/get-started-with-html-canvas;Get started with HTML canvas;Simon Jones;2021-03-22;Explore the basics of canvas for simple visuals and animation.;"post;introduction;html;canvas;development";http://www.creativebloq.com;website;jpg;https://cdn.mos.cms.futurecdn.net/SbV7qwk7jkrfhey8wWZ4Mb-320-80.jpg;NA;NA;No;post;;introduction;;;;development;html#canvas;;technology;"post;introduction;technology;development;html;canvas";4
L00711;https://flowingdata.com/2017/10/31/visual-explainer-for-hierarchical-modeling/;Visual explainer for hierarchical modeling;Nathan Yau;2017-10-31;Hierarchical models, or multilevel models, are used to represent data that might vary on, you guessed, different levels. Michael Freeman, from the University of Washington Information School, provides an introduction to the method using a scrolling format.;"post;explainer;technique;data-viz;hierarchichal-model";https://flowingdata.com;website;rep;/img/images/geometric-pattern-06.jpg;NA;NA;No;post;;explainer;;data-viz;technique;hierarchichal-model;;;;"post;explainer;data-viz;technique;hierarchichal-model";5
L00712;http://www.jsinr.me/2017/10/28/visualizing-trees--partition---tree/;Visualizing Trees | Partition + Tree;@timelyportfolio;2017-10-28;Partition, or icicle, visualizations fill space much like a diced treemap or side-by-side stacked bar chart. The visualizations are commonly used in debugging and programming optimization. In this context, they are called flame graphs.;"post;data-viz;technique;d3js";http://www.jsinr.me;website;rep;/img/images/geometric-pattern-06.jpg;NA;NA;No;post;;;;data-viz;technique;;d3js;;technology;"post;data-viz;technique;technology;d3js";4
L00713;http://students.brown.edu/seeing-theory/basic-probability/index.html;Basic Probability;Brown University;Undated;This chapter is an introduction to the basic concepts of probability theory. Randomness is all around us. Probability theory is the mathematical framework that allows us to analyze chance events in a logically sound manner. The probability of an ...;"site;statistics;basics;interactive;online;book";http://students.brown.edu;website;rep;/img/images/geometric-pattern-06.jpg;NA;NA;No;site#interactive#online#book;;basics;;;;statistics;;;;"site;interactive;online;book;basics;statistics";3
L00715;https://ikashnitsky.github.io/2017/data-acquisition-two/;Data acquisition in R (2/4);Ilya Kashnitsky;2017-11-06;In the present series of blog posts I want to show how one can easily acquire data within an R session, documenting every step in a fully reproducible way. There are numerous data acquisition options for R users.;"post;list;dataset;rstats";https://ikashnitsky.github.io;website;png;/img/logos/rblogger-logo.png;NA;NA;No;post;list#dataset;;;;;;rstats;;technology;"post;list;dataset;technology;rstats";3
L00716;https://distill.pub/2017/feature-visualization/;Feature Visualization;Chris Olah, Alexander Mordvintsev, Ludwig Schubert;2017-11-07;How neural networks build up their understanding of images;"article;guide;ml;feature-visualization;data-viz;explainer;concept";https://distill.pub;website;jpg;https://distill.pub/2017/feature-visualization/images/diversity/mixed5a_9_examples.jpg;NA;NA;No;article;guide;explainer;;data-viz;concept;ml#feature-visualization;;;;"article;guide;explainer;data-viz;concept;ml;feature-visualization";6
L00717;https://www.datasciencecentral.com/profiles/blogs/variance-clustering-test-of-hypotheses-and-density-estimation-rev;Variance, Clustering, and Density Estimation Revisited;Vincent Granville;2016-03-29;We propose here a simple, robust and scalable technique to perform supervised clustering on numerical data. It can also be used for density estimation, and even to define a concept of variance that is scale-invariant. This is part of our general statistical framework for data science.;"post;technique;statistics;data-science;intermediate";https://www.datasciencecentral.com;website;rep;/img/images/geometric-pattern-06.jpg;NA;NA;No;post;;intermediate;;data-science;technique;statistics;;;;"post;intermediate;data-science;technique;statistics";5
L00719;https://datascienceplus.com/scraping-javascript-rendered-web-content-using-r/;Scraping Javascript-rendered web content using R;Abdul Majed Raja;2017-11-06;This is when we realize, the go-to web scraping r-package rvest might not be able to help and a little bit of Google search would guide to use Selenium or Phantomjs (headless chrome). Behold, there might be something in R, precisely an R package, to help us. The package name is V8 which is an R interface to Google’s open source JavaScript engine.;"post;web-scraping;how-to;rstats;dataset";https://datascienceplus.com;website;png;/img/logos/rblogger-logo.png;NA;NA;No;post;how-to#dataset;;;;;web-scraping;rstats;;technology;"post;how-to;dataset;technology;web-scraping;rstats";4
L00720;https://www.kdnuggets.com/2017/11/bayesian-networks-understanding-effects-variables.html;How Bayesian Networks Are Superior in Understanding Effects of Variables;Stevem M. Struhl;2017-11;Bayes Nets have remarkable properties that make them better than many traditional methods in determining variables’ effects. This article explains the principle advantages.;"post;technique;ml;statistics;explainer";https://www.kdnuggets.com;website;rep;https://www.kdnuggets.com/2017/11/bayesian-networks-understanding-effects-variables.html/wp-content/uploads/self-assebled-bayes-net.jpg;NA;NA;No;post;;explainer;;;technique;ml#statistics;;;;"post;explainer;technique;ml;statistics";4
L00722;https://www.kdnuggets.com/2017/11/getting-started-text-mining-r-python.html;Tips for Getting Started with Text Mining in R and Python;Chaitanya Sagar;2017-11;This article opens up the world of text mining in a simple and intuitive way and provides great tips to get started with text mining.;"post;text-mining;python;basics;tip";https://www.kdnuggets.com;website;jpg;https://www.kdnuggets.com/wp-content/uploads/freecodecamp-automate-python.jpg;NA;NA;No;post;tip;basics;;;;text-mining;python;;technology;"post;tip;basics;technology;text-mining;python";5
L00728;http://www.storytellingwithdata.com/blog/2017/11/22/use-cases-for-stacked-bars;use cases for stacked bars;Cole Nussbaumer Knafic;2017-11-27;"I recently penned a post asking the question, ""Is there really a good use case for the stacked bar?"" I highlighted a couple of examples where I've used them, but also the realization that I was remaking most stacked bars encountered in workshop settings into something else. I invited reader opinions and examples of where you have seen or are using (non-100%) stacked bars. In this post, I'll recap what you shared with me.";"post;data-viz;technique;perspective";http://www.storytellingwithdata.com;website;jpg;https://images.squarespace-cdn.com/content/v1/55b6a6dce4b089e11621d3ed/1511568355785-OQIDVJHC8WR0Q3MHFCTA/StackedBars.jpg;NA;NA;No;post;perspective;;;data-viz;technique;;;;;"post;perspective;data-viz;technique";4
L00729;https://longhowlam.wordpress.com/2017/11/23/association-rules-using-fpgrowth-in-spark-mllib-through-sparklyr/;Association rules using FPGrowth in Spark MLlib through SparklyR;Longhow Lam;2017-11-23;Market Basket Analysis or association rules mining can be a very useful technique to gain insights in transactional data sets, and it can be useful for product recommendation...In R there is a package arules to calculate association rules, it makes use of the so-called Apriori algorithm.;"post;technique;package;how-to;data-science;ml";https://longhowlam.wordpress.com;website;png;/img/logos/rblogger-logo.png;NA;NA;No;post#package;how-to;;;data-science;technique;ml;;;;"post;package;how-to;data-science;technique;ml";5
L00730;https://www.datasciencecentral.com/profiles/blogs/the-most-common-analytical-and-statistical-mistakes;The Most Common Analytical and Statistical Mistakes;Sunil Kappal;207-03-01;It is not only about understanding about statistics, it is also about implementing the correct statistical approach or method. In this brief article I will showcase some common statistical blunders that we generally make and how to avoid them.;"post;pitfall;statistics;data-viz;basics";https://www.datasciencecentral.com;website;rep;https://cdn.datasciencecentral.com/graphics/blogs/10586/3.jpg;NA;NA;No;post;;basics;;pitfall#data-viz;;statistics;;;;"post;basics;pitfall;data-viz;statistics";4
